a1,a2,class
31.78727199348736,35.05626245480872,2
33.76506967925597,36.26966288132215,2
32.575544788499826,35.24310345670475,2
33.167610065492134,33.517124142014474,2
35.18254877855005,35.879635879589934,2
33.427770070929256,36.513013111208835,2
33.89411202606353,35.38848876612228,2
32.86851034307946,34.68294208329853,2
33.25587215879868,36.58152317815415,2
33.28496998483746,34.946617901044355,2
33.89996625904317,35.25889445868715,2
32.68830450935203,36.409591903056494,2
33.93206554657688,35.49300696500667,2
34.96042942124365,35.07033193558308,2
34.544453322853904,34.58123158134197,2
34.725454573527344,35.91512291448986,2
35.591054334712545,34.86173653120902,2
32.50224474980174,36.3261407626092,2
33.825345249991,36.45342240920694,2
33.931328450879256,35.18591769866372,2
34.069191661218674,36.15175403487764,2
35.02348902882428,35.520078149721215,2
32.54785983989291,34.560020244906525,2
33.609543944758144,35.787912994786375,2
34.82205060660945,36.30746100120088,2
34.29745575999845,32.98229991019153,2
34.00433397503508,34.62954911884689,2
34.99402952626375,35.54246541016549,2
33.63559355124191,35.12293495120692,2
35.32803053803163,36.24568082491031,2
33.98181544396569,36.05613757673123,2
35.00257766072055,34.756973584511826,2
35.75360873177148,34.227900888811554,2
33.49803561597345,36.74543506233733,2
36.160693998583454,34.882743320039424,2
36.28806541639768,35.83070401333837,2
33.88530496341763,33.81854711712285,2
32.31610217056582,35.88654388283851,2
33.49407357447284,34.82521201927616,2
34.03826613207445,35.06811322851486,2
33.96736034055579,35.47440884539311,2
35.81418319340386,34.941501209875156,2
34.42102697348232,35.460594193317675,2
34.01871532869334,36.69917091427691,2
35.230599974219324,36.62277760233291,2
32.53759963139514,35.934645868099814,2
34.80016663365151,34.41958260430528,2
34.776842699927194,35.923117694015566,2
32.039874027434855,36.51524551928893,2
36.423718062258324,34.74982540095855,2
32.879339258216476,35.747372993754134,2
34.080952592747146,36.64558786121588,2
33.12433974523104,35.92042694109277,2
33.19655339006542,34.67915890302369,2
32.70175733750808,37.3508050027149,2
32.805060396264416,33.91412922422556,2
34.789402821246945,36.05851920736406,2
33.91545489471719,34.83858914962178,2
33.35837505797368,35.06444085609935,2
33.685853315351586,34.02691276363821,2
32.86917614364576,36.29804956133796,2
35.54519066066035,36.42629815058314,2
33.454627072623516,36.555660620049686,2
34.21922185435188,35.107526678888064,2
33.415949193153814,36.029223353827575,2
33.762437665512486,36.44309092548568,2
34.00824954351744,37.41788644004049,2
34.48820800276002,36.84399678377379,2
35.300147069242946,37.99570242212363,2
32.01498588150713,37.30717305888729,2
34.158220080153406,33.172191535779184,2
37.466942757269194,35.24885428756717,2
32.77151309712619,35.881561341425545,2
35.44784509582481,33.813745619633714,2
35.71287130796134,34.42913522581796,2
34.837827919368515,34.99834979590381,2
35.83712873067414,35.978431004265936,2
34.88201689094213,35.347775063828,2
33.70446573916666,35.21938950817643,2
33.962436314696745,35.30552948831074,2
31.850706942703404,36.06699122234992,2
33.69469498126964,35.36845719167779,2
33.54060682363078,35.42360783059861,2
33.98099658537378,35.30084941076229,2
35.68357088291784,36.43634824909995,2
33.964047585586876,35.17973022821551,2
35.39885983742618,34.99086975993038,2
32.85052755924883,35.90868154419919,2
35.72765200939319,34.86662124445793,2
15.88477089720233,10.278160023112719,3
14.255976984435371,7.945485616944602,3
12.182959782556525,9.583822594934558,3
14.07456475187052,9.6566877614797,3
11.855884413036907,7.473523366207543,3
14.47271518044819,10.608462340683666,3
12.198998560005748,9.708722340435465,3
13.963503275057045,9.107007680636777,3
11.761976869810377,7.401900376526263,3
14.275632057082944,8.999775342334175,3
16.44958138977172,6.970955656649036,3
10.167828251867775,9.563766192417399,3
16.38900734515181,13.315794035934807,3
11.09875283126065,9.502969388900892,3
13.94727110654828,9.704273648088371,3
11.495835483707538,7.930523250325417,3
10.558665741638203,6.925081882725386,3
10.205878310996214,5.904488677841563,3
14.73097106141919,8.951358295819011,3
12.594075490472656,6.345198152004066,3
8.570481451582046,9.74486481768245,3
15.362316577735939,7.996704260892645,3
13.85459797774888,7.900569902875916,3
10.133828952413193,11.199265441599469,3
10.331874951658682,6.886038459662898,3
13.237843962852363,8.616326854216526,3
14.780340315151946,8.54171443786301,3
15.780821108924764,9.414302221749583,3
12.404078378286304,8.992551863560273,3
14.70814254120082,8.849621240532358,3
10.954697392453355,9.701582986736877,3
12.588659095918498,8.137283425997245,3
14.46867534042265,9.160110195247162,3
11.971939816401553,4.3207829848903625,3
11.451416575646586,8.464694300927611,3
12.79398263040439,6.054645188060311,3
11.23542949906289,7.374318392366143,3
16.139009776825517,10.491370972685363,3
11.597487394014168,8.756082265327517,3
16.01265031355462,9.85459497612674,3
16.437717056524853,9.883310901525192,3
13.896922685281138,8.35241653860788,3
15.743423237531857,7.934013616707491,3
10.371471931410058,7.625592075257421,3
10.797863128520564,6.96690821628872,3
13.899495253828526,8.531365074181243,3
11.672154368848913,8.1302340373226,3
13.678822201719745,10.949371744410863,3
16.863865259750614,9.000242407033264,3
12.260314439695268,9.864078200787784,3
10.674767611217405,10.183069460302137,3
15.271412623040984,8.096990342615582,3
12.271667167086273,7.324980052928543,3
12.467939299961946,10.65074627058141,3
14.186681802208872,6.948627674528508,3
15.881835624859722,11.717068802050385,3
9.987544948643349,6.986897011798041,3
13.469764409961059,8.020395524687244,3
15.153570902825361,7.462684245036144,3
10.497243474213947,9.362335741076725,3
14.328193414529963,6.829835628383766,3
11.918817914579499,8.322569234060847,3
14.547532631402634,8.843452556980656,3
12.119664295323876,9.583508724040074,3
12.71005671759746,9.026212946568913,3
11.913266734599292,10.950945891744045,3
11.161249557806542,8.111204516211808,3
8.96844169946188,10.834523661883292,3
13.197062908932216,5.213280223192154,3
16.949858430060043,13.40699179952832,3
17.862885496458574,8.336566970314772,3
11.206155640538698,10.917039924754992,3
14.335158082075647,8.646543473754912,3
13.106392783513638,3.3404662186400076,3
12.903370138544416,10.483700507294945,3
17.3963506885198,6.086208107522266,3
12.60656121138425,5.751269136455903,3
10.860788651272467,9.303771772256061,3
10.720182964802474,8.381082599490224,3
15.655072606982213,6.503442605213601,3
8.487602656464574,4.077415117127901,3
15.419649025332111,5.95366504462596,3
15.045029236825812,10.509000064742418,3
12.150349528580138,8.641359403219791,3
11.978305264348116,7.74339011035493,3
13.825950546225513,6.223632223079766,3
13.26113642185017,7.969478352758703,3
9.864516598598073,8.686246675076966,3
12.82012061182466,9.144785369819509,3
14.131997709548948,12.61025501494699,3
16.07095495852966,6.22954607798341,3
16.53961105920562,12.444232026456506,3
12.07697923182452,8.222728650647259,3
11.288938578478234,10.073453696803162,3
8.723380306847183,6.027207578716229,3
11.993931710774799,10.148471545797314,3
8.055014074926424,11.499734085057293,3
15.618503432951854,10.59718588937532,3
12.460817263608636,11.558734585362743,3
15.138934319973451,3.9724990326212515,3
2.8879337420193307,10.717939762860174,4
3.2542233555410145,13.078013874646027,4
0.9482647946915059,11.660147692793906,4
2.8332411282193215,9.482501245525283,4
0.5238643272448384,9.899436831777013,4
2.1047005515714434,6.633999608648514,4
0.5694621996879059,13.204545986770766,4
1.957599116767232,11.865318261343491,4
2.0677314437787326,12.903730740395574,4
2.1452332922974766,11.330366202183479,4
2.089963773450199,11.350232733374087,4
-0.42032797377569375,9.425353930359028,4
3.0691879359572733,11.437567993779219,4
4.909375682735952,10.03223586321634,4
4.51741380459516,14.738586616602511,4
0.6844647340935595,12.972742064763915,4
-0.5485712122350797,12.500976395198727,4
2.4597966101949034,12.850070524438186,4
4.271016295747899,11.002362754527834,4
3.1337964273732064,9.947245534554927,4
3.0545108224867366,12.478804721976791,4
6.503449515797136,16.38777926746593,4
1.3205958443018646,14.14476110597414,4
2.715295056383712,9.828532275800812,4
5.976660970864126,11.848850474799683,4
4.11111292851713,13.850018885536894,4
5.3323383600407315,10.020067124806687,4
1.8334450829365168,12.69737692784123,4
2.5819334597617765,10.238497020803704,4
0.09865706250245587,13.754732157301847,4
5.553275881581973,13.413198878442477,4
6.952851486197643,15.074337332575533,4
0.9254561540185253,10.280523047598308,4
2.648349601277183,11.996870360985964,4
3.9969455922640846,10.864930416636826,4
3.209497501976268,14.419555953747622,4
2.058170059755691,15.063277993529422,4
5.197007668953326,14.303182525689866,4
7.403494142699696,11.713495609734544,4
3.154774126830701,11.912025131102874,4
2.6582185968367065,12.739954074271495,4
2.5179433442792933,7.2995246202342114,4
4.22692675222361,11.090871668164688,4
2.0361570819053805,12.45557329491057,4
2.051319830617718,12.35816524565407,4
2.673856170207712,14.928333299531207,4
1.0787006015601899,9.945585742640974,4
5.027882766021479,12.929529759203387,4
2.4268028170786433,13.442026860943225,4
-1.6001255360463027,11.661837739485971,4
6.247665483211493,8.410964839706349,4
5.01795076258089,12.213221057539467,4
3.4877872766637155,13.361527832129568,4
1.1965062785148586,12.58365744444319,4
5.027741649758502,9.965418516895294,4
1.3160538767477061,9.824562588595859,4
1.7413334547592745,12.674353832454857,4
0.717187230826509,12.121737122015288,4
0.7724117123972287,13.984557856872904,4
1.929282589860638,11.69080796727378,4
0.2364865060959258,12.048557411076859,4
1.565887640252919,11.135324684475972,4
3.620416183984157,7.547009779044582,4
3.1241458887413613,13.182220460734465,4
1.1482006172964112,11.302362845911263,4
5.716171044175631,14.028903019555623,4
2.55793717407179,9.56917166955192,4
3.326170226292718,11.109873376666958,4
2.3576374564536935,11.230152296338542,4
8.136971889658671,10.878678809333897,4
2.158936253933462,13.972295563494939,4
4.141683305210045,10.376370603639582,4
1.4737452792372967,12.69715130896757,4
4.882999042296759,16.719561279641084,4
3.851267468415276,12.051764449847475,4
3.6149930133525725,11.57053214005377,4
6.38908357579227,13.645777216378182,4
2.992809681658026,12.78542308568321,4
5.929755427039513,11.820754555084234,4
4.04221565820576,13.568336224400678,4
4.005183018164164,12.010939133597061,4
-1.7022687526606894,12.58486762702156,4
3.261041863087952,13.512125153781685,4
-0.00021295510867025413,12.268927311479178,4
0.5382220089049166,10.714419546508882,4
5.3154629091005114,9.182824021524508,4
2.840852744402809,13.882247457886498,4
5.341589408807964,7.690700698140149,4
0.7310105669264151,14.298802367938181,4
1.336745746913801,11.54459596754255,4
3.4490126439302773,11.477438492623866,4
5.974009326821772,12.828928866838785,4
4.5413066671005,11.37814578459274,4
2.967699766589264,12.103992802234734,4
4.013581470835814,11.848975931220801,4
1.1642487048823167,14.224461862780956,4
2.8707877729881255,11.62394148722054,4
3.6176743543136753,10.423482536765189,4
2.1075544866610567,8.136612753456088,4
4.098286909846,13.065514544641298,4
-5.734850662954836,22.96876623586042,5
-5.401610375940256,19.73174401803235,5
-6.653936168191031,23.372329011588008,5
-6.876925834891258,19.97805469113129,5
-4.5543392336257424,16.37792287027483,5
-10.53676703138283,21.20376939287753,5
-5.701367114104202,19.3721344821358,5
-6.283296265141123,21.701240066604303,5
-6.9929731387993534,20.503311357873105,5
-7.755952060189326,19.97044465807836,5
-6.644580306497333,22.08310146408034,5
-6.136310446233378,20.93062623755913,5
-4.113635047409748,18.54794795569001,5
-4.134503648220001,21.28830270639272,5
-5.238428408328655,24.008789256295415,5
-4.721236160722809,20.14907843087169,5
-7.159506691350362,21.93060620811851,5
-11.428238927350979,19.70049236517826,5
-3.9263445430800172,17.80168045059108,5
-8.055090314171927,17.556334662506575,5
-7.2101454214193215,21.027628519137615,5
-8.486048569498198,18.88157609787669,5
-4.630670402614553,16.440973723527005,5
-5.576824495214453,19.660191934619714,5
-7.6944270144278,22.158665966253665,5
-4.473118388018458,17.328706664732273,5
-7.781778771296217,19.84393740059196,5
-6.147005145224194,18.04088859459333,5
-3.8841014450127975,17.99707650291778,5
-3.2862864449335323,19.81777438287166,5
-3.25686311502756,17.59415649611267,5
-7.8466740688979755,18.753321491921366,5
-8.557570356854272,23.91981609981745,5
-6.42563144748322,20.715982708354346,5
-7.685835501950008,21.407498474498258,5
-3.692399400387924,21.13218875773249,5
-1.8613853660402686,19.59377317491298,5
-4.719732806921849,19.114434586413257,5
-3.9558654269566116,19.761971463107507,5
-6.463464714445312,21.109342726600637,5
-4.724756601636171,20.611132578198674,5
-4.218604415967448,19.918641321230673,5
-8.257629626224265,21.621434978312337,5
-4.469828467182017,17.733725543191536,5
-5.627881615530211,21.86421214199438,5
-4.9193520220659135,22.147964216666352,5
-6.980482353346327,20.378755770601554,5
-4.325183818618466,20.106007278065228,5
-5.8701081753406426,18.055539386945966,5
-4.847097499126971,19.349699605261296,5
-6.351362913608249,19.589845358263055,5
-4.39675082094828,20.68388100188324,5
-3.972578647282482,17.08007007697909,5
-3.3718441828176138,18.89810206665751,5
-6.429280452693535,20.203645154503576,5
-6.394843352987554,21.255232949573198,5
-9.065341284897222,21.110006683869372,5
-8.436550469579464,21.3326786430349,5
-10.544205296869873,18.43596531771343,5
-5.0567954953190695,20.132369769435247,5
-8.646476482316784,22.183361284835406,5
-5.817462413724318,19.79112604229085,5
-4.306130024098675,18.902245640646555,5
-8.039991122006073,21.492907512246965,5
-5.776077695439495,21.124807919684688,5
-5.700615850530767,22.825388207081538,5
-4.605324909322808,21.756039417436497,5
-3.8127460804425124,19.508590706394422,5
-4.994753535379813,22.006167189869604,5
-6.065110804675406,20.37259553004017,5
-9.185175479179097,18.74579263540417,5
-4.3955539152062375,21.1061372723825,5
-7.6876288829103,19.726266651312994,5
-10.158656046068478,20.410058725353053,5
-7.165968485036662,17.002853236310116,5
-5.069110241277883,19.118216803280138,5
-9.238256894287435,22.54406189529297,5
-7.464487412123509,20.393666122418807,5
-4.909485807633239,22.845549655693258,5
-9.423075903480978,16.452664860494668,5
-6.459870155726268,19.867589294203984,5
-7.107736777324031,21.684197934211767,5
-7.945775621114347,19.69745390128466,5
-6.666120725442575,17.09108891467926,5
-1.9363121768802003,20.293667103890236,5
-3.7295767932879675,19.0814360024308,5
-0.07632206080133663,20.31882134247101,5
-8.067321720631458,20.150488175478717,5
-7.969582345016737,20.135808032969546,5
-7.350717518906983,23.020341295846997,5
-4.240644587097384,19.21670953320626,5
-4.409850591379701,21.452177724887505,5
-8.224838453485596,19.626894952149527,5
-5.2394936356690796,17.011890581605705,5
-6.646081451813071,20.94619268708487,5
-5.199815828017708,17.995344834450606,5
-5.191935880984834,18.0144304302601,5
-3.955631770325887,20.7891696257347,5
-6.265551604984602,20.793094234826857,5
-5.158769392706671,20.092127257414496,5
9.49094348516498,29.076606275958717,6
10.240023935353983,31.643781741546018,6
11.83958027674433,26.330646069855675,6
14.652372487121161,24.871373171278513,6
11.760639841646297,27.98005879723035,6
16.622301178913414,26.647135546035308,6
7.592466712036621,23.426507324402998,6
6.551604156645382,27.70390901388771,6
9.993481677636833,25.706352396812253,6
14.302361054907754,25.457565838937306,6
9.563982097134337,33.31269993149399,6
13.650247947941015,23.139521343986065,6
3.30662385161874,25.046760966926378,6
11.089769564688282,31.944696320497478,6
7.159059657819991,25.49181657298059,6
12.666306711164053,23.358918610111257,6
15.243124245040967,23.44175115619613,6
12.458708650426829,23.110493385512367,6
12.474382624693419,33.18381089124408,6
14.996667573570774,21.324193219849736,6
13.429096352668356,24.641155224195543,6
16.55534268652043,26.76954788056983,6
12.160880297754483,27.760765241316395,6
8.93245486293472,27.191018052289685,6
15.773790220578997,33.63471764213521,6
15.071259796171347,21.702951905624055,6
16.111558703518376,25.926916441917403,6
14.742882554054166,31.853700519622056,6
10.798882346872631,27.195394631378797,6
12.861239593549922,24.504177978334763,6
7.861842709145436,25.21187697372855,6
7.186764557050817,31.159909143067054,6
12.74932739498733,25.275942452552815,6
14.17269426986244,29.497230639609032,6
12.166683243850883,28.075910081575074,6
7.618331832504552,27.26065111654696,6
10.98494800328707,24.283533830857117,6
12.656513044593842,27.367943780711627,6
19.382163587609675,25.130574333082354,6
13.40855708935932,21.871428262138767,6
15.98601803351881,24.535791251938406,6
14.979746898779078,30.4411165848672,6
13.593024069174202,22.427923963385233,6
14.68191597935995,27.001870537889253,6
10.98951316358577,30.81285554564416,6
9.52397759401601,28.94589275848901,6
11.041686644175401,28.30519067771815,6
10.891102217138032,29.645024132893518,6
8.942561961985698,31.276070425776766,6
8.947541847170562,25.845025335755658,6
16.648634905952125,26.82924850385678,6
15.723084461530421,27.497892687440668,6
13.240302137167728,24.40442596350414,6
14.477327209509047,27.097759157440727,6
10.157839556268046,29.387711857286035,6
12.703374434043381,26.7347476891901,6
17.103272619124514,27.75829767090766,6
15.49736797008224,22.089970463854186,6
11.639777343890682,28.41369095723003,6
8.634825392084348,20.49866871650601,6
12.641815813072263,21.7464716905751,6
10.396596866507183,23.561762447417077,6
8.012046845700862,24.330221617790585,6
11.882628741799923,34.466039428173254,6
10.426853426890208,23.25154416558496,6
13.035614550834175,27.824140632691222,6
13.724928224929213,27.497521287787112,6
10.693590121147109,26.071116029887914,6
4.532183190504546,25.15607525076355,6
10.360586130808569,28.92811269531346,6
11.67436490706664,26.580028042284038,6
9.452155824474008,29.678796500015075,6
12.390969396720036,26.90579078171998,6
11.137375075111061,33.898065054800554,6
11.055807304370843,28.67877220171979,6
14.085864365568236,27.88838742564593,6
10.098038987705653,25.57122667065007,6
9.918822248033269,26.580759945495295,6
13.374790211328209,30.978588380044904,6
13.706997626471905,29.37434054543789,6
12.7454485419075,26.3285111390105,6
11.122179189635682,24.222902438542434,6
11.884360302731023,23.91814425780851,6
12.2056056862189,27.932443567642807,6
6.913828895576225,24.425671326297127,6
12.044892191328962,27.438672878669973,6
15.496824933483909,33.17438164057977,6
12.797142655382169,33.41188575690876,6
12.990214768094784,28.704364687402,6
11.331254922052604,24.565008782821813,6
12.012785436651749,26.819819142579167,6
8.94075515854255,25.36909190956834,6
13.023477069620329,28.49789891686524,6
18.773425995898343,27.378830876555114,6
9.596297531877003,28.85326337231627,6
11.481927546332109,28.105078478974498,6
9.58250834701015,24.709276147282846,6
12.965147316389588,29.8987833511505,6
11.452420536021146,29.18240227015726,6
10.234857130591784,25.978958729759245,6
